ID,Label
10011.pkl,3.361806631088257
10025.pkl,2.402472972869873
10033.pkl,3.6753320693969727
10036.pkl,3.145395517349243
10043.pkl,3.8454463481903076
10067.pkl,3.05747127532959
10074.pkl,3.1242947578430176
10079.pkl,3.241173267364502
10083.pkl,3.904448986053467
10090.pkl,3.3632826805114746
10092.pkl,2.794546604156494
10097.pkl,2.7265114784240723
10099.pkl,3.375030279159546
10110.pkl,1.4696658849716187
10116.pkl,3.5141806602478027
10120.pkl,2.778289318084717
10149.pkl,3.0841150283813477
10179.pkl,3.294278144836426
10184.pkl,3.2385997772216797
10189.pkl,3.0815443992614746
10191.pkl,2.9484853744506836
10192.pkl,2.6295557022094727
10194.pkl,4.066347122192383
10200.pkl,3.5566201210021973
10202.pkl,3.466411828994751
10204.pkl,3.378310441970825
10206.pkl,2.714704751968384
10207.pkl,3.2951440811157227
10216.pkl,4.284341335296631
10222.pkl,2.6546695232391357
10224.pkl,3.3609495162963867
10235.pkl,2.6729884147644043
10236.pkl,3.2940752506256104
10240.pkl,2.7029318809509277
10242.pkl,3.5545010566711426
10251.pkl,2.785308361053467
10253.pkl,3.5534591674804688
10259.pkl,2.453914165496826
10267.pkl,3.1613545417785645
10271.pkl,3.3099708557128906
10277.pkl,2.9759840965270996
10279.pkl,2.95206356048584
10286.pkl,3.6860780715942383
10287.pkl,3.268240451812744
10288.pkl,2.64687442779541
10290.pkl,1.9926116466522217
10291.pkl,4.068151473999023
10293.pkl,3.168266773223877
10306.pkl,4.448077201843262
10315.pkl,2.6911141872406006
10316.pkl,3.0020217895507812
10317.pkl,3.20493221282959
10326.pkl,2.0150575637817383
10332.pkl,2.7169153690338135
10335.pkl,3.1034793853759766
10349.pkl,3.0924205780029297
10351.pkl,1.8462841510772705
10356.pkl,2.7807717323303223
10359.pkl,3.1754274368286133
10363.pkl,4.1983642578125
10376.pkl,2.8726329803466797
10379.pkl,2.5710020065307617
10380.pkl,1.9231191873550415
10383.pkl,3.1935384273529053
10384.pkl,3.394655227661133
10390.pkl,3.4857330322265625
10394.pkl,1.935727596282959
10398.pkl,2.400541305541992
10405.pkl,2.955336332321167
10415.pkl,2.5132594108581543
10421.pkl,2.6329965591430664
10425.pkl,3.1011900901794434
10427.pkl,2.6952390670776367
10433.pkl,4.0815348625183105
10444.pkl,2.278914451599121
10450.pkl,3.1387338638305664
10452.pkl,3.4584884643554688
10457.pkl,3.2567715644836426
10462.pkl,3.2144381999969482
10466.pkl,4.074284076690674
10467.pkl,2.960385322570801
10472.pkl,2.6765084266662598
10481.pkl,1.9074703454971313
10489.pkl,2.6530163288116455
10506.pkl,3.040531635284424
10507.pkl,2.846097946166992
10513.pkl,2.0168473720550537
10518.pkl,3.1971349716186523
10528.pkl,3.337796211242676
10529.pkl,1.6792820692062378
10533.pkl,3.3697171211242676
10535.pkl,3.976362705230713
10539.pkl,3.2987241744995117
10543.pkl,3.2970874309539795
10552.pkl,3.6607065200805664
10553.pkl,3.8495547771453857
10558.pkl,3.187971591949463
10559.pkl,3.286126136779785
10560.pkl,2.9501640796661377
10561.pkl,1.9460986852645874
10589.pkl,3.4714958667755127
10612.pkl,3.3746495246887207
10620.pkl,3.8426003456115723
10627.pkl,3.4782605171203613
10629.pkl,3.101858377456665
10631.pkl,3.864607334136963
10638.pkl,2.43692684173584
10646.pkl,3.3755860328674316
10655.pkl,3.208343505859375
10658.pkl,3.0482945442199707
10663.pkl,3.2647459506988525
10679.pkl,3.087815046310425
10681.pkl,1.836713194847107
10687.pkl,3.166987895965576
10695.pkl,3.675327777862549
10711.pkl,2.9001193046569824
10712.pkl,2.8323068618774414
10718.pkl,3.2603940963745117
10721.pkl,2.4224536418914795
10723.pkl,3.21695613861084
10724.pkl,3.0615172386169434
10733.pkl,3.891500473022461
10735.pkl,3.1503825187683105
10749.pkl,3.042529582977295
10756.pkl,3.3455076217651367
10757.pkl,1.7295314073562622
10767.pkl,2.487605571746826
10771.pkl,2.884857177734375
10776.pkl,2.9365577697753906
10787.pkl,3.7394661903381348
10790.pkl,2.153042793273926
10792.pkl,2.2171943187713623
10793.pkl,2.4798266887664795
10800.pkl,2.9700534343719482
10801.pkl,2.2412099838256836
10802.pkl,2.899444341659546
10810.pkl,2.2255022525787354
10833.pkl,3.360055446624756
10835.pkl,3.509101390838623
10839.pkl,2.411762237548828
10840.pkl,3.243279218673706
10846.pkl,3.248401165008545
10851.pkl,3.4509880542755127
10857.pkl,3.3615739345550537
10865.pkl,2.1701178550720215
10883.pkl,3.034379482269287
10884.pkl,2.316497564315796
10886.pkl,2.8699288368225098
10890.pkl,2.5899853706359863
10895.pkl,2.7719318866729736
10900.pkl,1.9476137161254883
10903.pkl,3.256300449371338
10909.pkl,3.97475004196167
10914.pkl,3.242422580718994
10924.pkl,3.2084150314331055
10940.pkl,3.0241661071777344
10941.pkl,3.1552796363830566
10944.pkl,2.9343695640563965
10956.pkl,3.2593069076538086
10975.pkl,3.480379343032837
10979.pkl,3.464049816131592
10981.pkl,3.210549831390381
10987.pkl,3.8221540451049805
10993.pkl,3.537130117416382
10994.pkl,3.423367977142334
11004.pkl,1.4823811054229736
11007.pkl,3.0602152347564697
11009.pkl,3.213015079498291
11011.pkl,2.75868558883667
11021.pkl,3.165454387664795
11024.pkl,3.364358425140381
11041.pkl,2.3664557933807373
11043.pkl,1.5562433004379272
11049.pkl,3.2282519340515137
11052.pkl,3.1034770011901855
11055.pkl,3.6715526580810547
11075.pkl,3.4457881450653076
11083.pkl,2.601592540740967
11093.pkl,3.1361050605773926
11102.pkl,3.2359633445739746
11120.pkl,3.3118972778320312
11121.pkl,3.56087327003479
11128.pkl,2.501305341720581
11129.pkl,3.6150288581848145
11143.pkl,3.378021717071533
